ViewTime is Morning and WeekDayIndex is 16
Got 2031 ratings from 889 users on 69 Items.
Training: 1229, validation: 388, test: 414
Rating(user=724, product=1275, rating=2.3490869211613696)
Rating(user=861, product=1275, rating=2.913997313007542)
Rating(user=926, product=1275, rating=2.728849241927746)
Rating(user=766, product=1275, rating=3.138730827394588)
Rating(user=354, product=1275, rating=2.694475769418281)
Rating(user=1031, product=1275, rating=2.8770531139993794)
Rating(user=871, product=1275, rating=2.8028146314984816)
Rating(user=328, product=1195, rating=3.0985208681378573)
Rating(user=648, product=1195, rating=2.7204647375831734)
Rating(user=116, product=1195, rating=3.858692930915247)
Rating(user=240, product=1195, rating=3.498264850568177)
Rating(user=633, product=1195, rating=1.3301597813151858)
Rating(user=186, product=1195, rating=3.467696599310256)
Rating(user=150, product=1195, rating=3.4321988034942423)
Rating(user=594, product=1195, rating=2.140856514942342)
Rating(user=347, product=1195, rating=4.701253880883911)
Rating(user=511, product=1195, rating=3.4883927735310487)
Rating(user=952, product=1087, rating=2.6040117270679346)
Rating(user=652, product=1479, rating=2.549339776648173)
Rating(user=762, product=1479, rating=2.968431939415175)
Rating(user=886, product=1479, rating=3.86488559696226)
Rating(user=564, product=1231, rating=2.338790381155537)
Rating(user=900, product=1231, rating=2.939435201794017)
Rating(user=1006, product=1231, rating=1.9049082725848319)
Rating(user=1063, product=1231, rating=2.6862607252942015)
Rating(user=1084, product=1359, rating=0.9272007510285718)
Rating(user=968, product=1359, rating=0.2653861535263866)
Rating(user=1065, product=1359, rating=0.9340676713942417)
Rating(user=354, product=1359, rating=1.0154073012602256)
Rating(user=1022, product=1359, rating=1.0393325213787419)
Rating(user=538, product=1359, rating=1.1512834672004322)
Rating(user=358, product=1359, rating=0.6760342151334302)
end predictions
(108, 1206, 4.0)
(114, 1402, 4.0)
(188, 1298, 3.0)
(191, 1338, 1.0)
(192, 1216, 4.0)
(194, 1458, 5.0)
(198, 1101, 3.0)
(200, 1493, 4.0)
(204, 1238, 3.0)
(204, 1157, 3.0)
(206, 1433, 5.0)
(212, 1395, 4.0)
(214, 1275, 3.0)
(218, 1051, 4.0)
(226, 1280, 3.0)
(227, 1433, 5.0)
(232, 1275, 3.0)
(234, 1274, 3.0)
(236, 1253, 3.0)
(238, 1413, 4.0)
(239, 1308, 3.0)
(240, 1195, 4.0)
(241, 1016, 2.0)
(242, 1396, 4.0)
(248, 1146, 2.0)
(255, 1342, 1.0)
(258, 1004, 1.0)
(260, 1451, 5.0)
(260, 1298, 3.0)
(263, 1051, 4.0)
(267, 1133, 3.0)
(268, 1105, 3.0)
(270, 1332, 1.0)
(274, 1420, 4.0)
(116, 1195, 4.0)
(125, 1428, 5.0)
(126, 1420, 4.0)
(128, 1051, 3.0)
(278, 1288, 3.0)
(280, 1444, 5.0)
(280, 1378, 4.0)
(284, 1161, 3.0)
(298, 1332, 1.0)
(300, 1275, 3.0)
(302, 1108, 3.0)
(304, 1407, 4.0)
(307, 1437, 5.0)
(310, 1216, 4.0)
(316, 1496, 5.0)
(319, 1110, 3.0)
(320, 1298, 3.0)
(322, 1004, 1.0)
(324, 1493, 2.0)
(325, 1132, 4.0)
(328, 1195, 4.0)
(329, 1493, 3.0)
(330, 1101, 3.0)
(330, 1420, 4.0)
(332, 1141, 1.0)
(339, 1444, 5.0)
(341, 1288, 3.0)
(344, 1051, 2.0)
(344, 1110, 3.0)
(347, 1195, 4.0)
(354, 1275, 3.0)
(354, 1359, 1.0)
(356, 1216, 4.0)
(357, 1212, 4.0)
(358, 1051, 1.0)
(358, 1359, 1.0)
(359, 1288, 3.0)
(360, 1051, 4.0)
(360, 1275, 3.0)
(364, 1451, 5.0)
(364, 1275, 3.0)
(375, 1129, 3.0)
(378, 1133, 3.0)
(380, 1101, 3.0)
(392, 1332, 1.0)
(394, 1338, 1.0)
(396, 1105, 3.0)
(397, 1263, 3.0)
(401, 1453, 5.0)
(408, 1148, 1.0)
(414, 1332, 1.0)
(414, 1256, 3.0)
(418, 1437, 5.0)
(419, 1470, 3.0)
(422, 1206, 4.0)
(425, 1441, 5.0)
(428, 1238, 3.0)
(430, 1245, 3.0)
(436, 1105, 3.0)
(436, 1280, 3.0)
(438, 1451, 5.0)
(439, 1298, 3.0)
(440, 1050, 5.0)
(447, 1332, 1.0)
(453, 1105, 3.0)
(454, 1359, 1.0)
(456, 1395, 4.0)
(468, 1051, 4.0)
(130, 1437, 5.0)
(132, 1133, 3.0)
(132, 1420, 4.0)
(134, 1253, 3.0)
(137, 1141, 1.0)
(140, 1054, 3.0)
(141, 1446, 5.0)
(143, 1223, 3.0)
(469, 1332, 1.0)
(470, 1470, 3.0)
(474, 1493, 1.0)
(478, 1132, 3.0)
(482, 1245, 3.0)
(482, 1141, 3.0)
(485, 1051, 5.0)
(488, 1050, 4.0)
(488, 1054, 1.0)
(492, 1378, 4.0)
(492, 1217, 4.0)
(493, 1274, 3.0)
(494, 1338, 1.0)
(498, 1110, 3.0)
(498, 1016, 5.0)
(498, 1132, 4.0)
(499, 1129, 1.0)
(500, 1194, 4.0)
(502, 1127, 4.0)
(502, 1396, 4.0)
(503, 1054, 5.0)
(504, 1493, 1.0)
(504, 1441, 5.0)
(505, 1134, 4.0)
(506, 1146, 5.0)
(508, 1133, 2.0)
(509, 1223, 3.0)
(510, 1110, 3.0)
(511, 1195, 4.0)
(512, 1108, 3.0)
(514, 1132, 1.0)
(514, 1256, 3.0)
(516, 1217, 4.0)
(516, 1280, 3.0)
(517, 1253, 3.0)
(518, 1051, 2.0)
(519, 1342, 1.0)
(528, 1245, 3.0)
(528, 1129, 3.0)
(529, 1453, 5.0)
(530, 1231, 3.0)
(533, 1446, 5.0)
(538, 1359, 1.0)
(542, 1062, 5.0)
(542, 1460, 5.0)
(546, 1256, 3.0)
(546, 1338, 1.0)
(553, 1433, 5.0)
(558, 1217, 4.0)
(559, 1256, 3.0)
(564, 1231, 3.0)
(565, 1332, 1.0)
(566, 1134, 5.0)
(570, 1146, 4.0)
(570, 1194, 4.0)
(574, 1141, 4.0)
(575, 1458, 5.0)
(580, 1298, 3.0)
(582, 1101, 3.0)
(584, 1428, 5.0)
(587, 1253, 3.0)
(589, 1446, 5.0)
(590, 1087, 3.0)
(590, 1437, 5.0)
(593, 1238, 3.0)
(594, 1195, 4.0)
(595, 1493, 2.0)
(596, 1110, 3.0)
(596, 1256, 3.0)
(602, 1308, 5.0)
(610, 1127, 1.0)
(612, 1444, 5.0)
(613, 1195, 4.0)
(617, 1395, 4.0)
(618, 1407, 4.0)
(618, 1470, 1.0)
(620, 1132, 4.0)
(622, 1413, 4.0)
(626, 1460, 5.0)
(626, 1194, 4.0)
(628, 1413, 4.0)
(628, 1332, 1.0)
(631, 1256, 3.0)
(633, 1195, 4.0)
(638, 1493, 3.0)
(640, 1238, 3.0)
(640, 1238, 3.0)
(641, 1051, 4.0)
(642, 1134, 5.0)
(643, 1453, 5.0)
(643, 1253, 3.0)
(644, 1206, 4.0)
(645, 1217, 4.0)
(648, 1195, 4.0)
(649, 1453, 5.0)
(652, 1396, 4.0)
(652, 1479, 1.0)
(654, 1194, 4.0)
(656, 1108, 3.0)
(656, 1458, 5.0)
(662, 1114, 3.0)
(672, 1441, 5.0)
(674, 1444, 5.0)
(674, 1062, 5.0)
(679, 1493, 5.0)
(684, 1133, 4.0)
(687, 1444, 5.0)
(688, 1101, 3.0)
(690, 1378, 4.0)
(692, 1206, 4.0)
(693, 1274, 3.0)
(695, 1470, 1.0)
(697, 1148, 4.0)
(698, 1051, 5.0)
(699, 1148, 3.0)
(707, 1332, 1.0)
(708, 1458, 5.0)
(712, 1378, 4.0)
(714, 1493, 5.0)
(714, 1395, 4.0)
(714, 1451, 5.0)
(717, 1413, 4.0)
(722, 1194, 4.0)
(724, 1275, 3.0)
(727, 1256, 3.0)
(728, 1062, 2.0)
(728, 1146, 1.0)
(732, 1441, 5.0)
(105, 1114, 3.0)
(144, 1338, 1.0)
(150, 1195, 4.0)
(152, 1288, 3.0)
(154, 1359, 1.0)
(155, 1132, 1.0)
(156, 1274, 3.0)
(159, 1444, 5.0)
(160, 1161, 3.0)
(167, 1444, 5.0)
(172, 1050, 1.0)
(173, 1239, 3.0)
(178, 1110, 3.0)
(179, 1263, 3.0)
(180, 1441, 5.0)
(180, 1253, 3.0)
(186, 1195, 4.0)
(734, 1493, 2.0)
(735, 1132, 1.0)
(736, 1493, 4.0)
(738, 1194, 4.0)
(747, 1441, 5.0)
(747, 1470, 5.0)
(749, 1437, 5.0)
(750, 1148, 3.0)
(750, 1206, 4.0)
(752, 1420, 4.0)
(756, 1446, 5.0)
(760, 1274, 3.0)
(762, 1402, 4.0)
(762, 1479, 4.0)
(766, 1444, 5.0)
(766, 1275, 3.0)
(776, 1133, 1.0)
(776, 1402, 4.0)
(776, 1110, 3.0)
(782, 1280, 3.0)
(787, 1460, 5.0)
(794, 1238, 3.0)
(796, 1194, 4.0)
(800, 1359, 1.0)
(801, 1146, 2.0)
(802, 1054, 2.0)
(812, 1342, 1.0)
(815, 1437, 5.0)
(815, 1496, 5.0)
(817, 1141, 4.0)
(817, 1496, 3.0)
(822, 1493, 2.0)
(828, 1332, 1.0)
(833, 1129, 2.0)
(839, 1420, 4.0)
(842, 1413, 4.0)
(842, 1051, 5.0)
(846, 1127, 2.0)
(846, 1428, 5.0)
(847, 1275, 3.0)
(849, 1263, 3.0)
(853, 1127, 3.0)
(854, 1453, 5.0)
(861, 1275, 3.0)
(864, 1274, 3.0)
(870, 1288, 3.0)
(871, 1275, 3.0)
(880, 1096, 3.0)
(885, 1101, 3.0)
(886, 1479, 5.0)
(892, 1453, 5.0)
(894, 1308, 2.0)
(900, 1231, 3.0)
(910, 1470, 4.0)
(912, 1359, 1.0)
(914, 1460, 5.0)
(918, 1105, 3.0)
(924, 1141, 3.0)
(924, 1275, 3.0)
(926, 1275, 3.0)
(928, 1298, 3.0)
(934, 1308, 2.0)
(935, 1212, 4.0)
(940, 1134, 1.0)
(940, 1441, 5.0)
(944, 1460, 5.0)
(946, 1446, 5.0)
(948, 1433, 5.0)
(950, 1157, 3.0)
(952, 1087, 3.0)
(957, 1437, 5.0)
(963, 1359, 1.0)
(964, 1148, 1.0)
(968, 1359, 1.0)
(970, 1105, 3.0)
(970, 1458, 5.0)
(974, 1105, 3.0)
(974, 1338, 1.0)
(976, 1338, 1.0)
(977, 1441, 5.0)
(980, 1016, 4.0)
(986, 1332, 1.0)
(987, 1444, 5.0)
(990, 1288, 3.0)
(990, 1444, 5.0)
(991, 1216, 4.0)
(992, 1239, 3.0)
(994, 1194, 4.0)
(998, 1470, 5.0)
(1001, 1141, 5.0)
(1006, 1157, 3.0)
(1006, 1231, 3.0)
(1006, 1338, 1.0)
(1009, 1493, 2.0)
(1010, 1444, 5.0)
(1015, 1359, 1.0)
(1017, 1096, 3.0)
(1021, 1479, 3.0)
(1022, 1496, 3.0)
(1022, 1359, 1.0)
(1026, 1453, 5.0)
(1027, 1148, 4.0)
(1029, 1129, 3.0)
(1031, 1275, 3.0)
(1032, 1054, 3.0)
(1033, 1359, 1.0)
(1038, 1453, 5.0)
(1048, 1051, 3.0)
(1049, 1216, 4.0)
(1054, 1433, 5.0)
(1058, 1395, 4.0)
(1060, 1446, 5.0)
(1062, 1395, 4.0)
(1063, 1231, 3.0)
(1063, 1194, 4.0)
(1064, 1274, 3.0)
(1065, 1359, 1.0)
(1065, 1054, 4.0)
(1066, 1004, 1.0)
(1069, 1253, 3.0)
(1076, 1223, 3.0)
(1077, 1157, 3.0)
(1078, 1114, 3.0)
(1080, 1263, 3.0)
(1084, 1359, 1.0)
(1086, 1413, 4.0)
(1089, 1298, 3.0)
(1090, 1133, 3.0)
(1091, 1212, 4.0)
(1094, 1263, 3.0)
(1095, 1062, 3.0)
(1098, 1239, 3.0)
(1100, 1101, 3.0)
(2.089706723065413, 3.0)
(3.684800912412461, 5.0)
(2.5763383115974436, 1.0)
(2.8028146314984816, 3.0)
(3.5185192490915145, 5.0)
(2.837147155615758, 3.0)
(3.3821267015122425, 4.0)
(4.1145659207677365, 5.0)
(4.613688354971164, 5.0)
(2.586160949191303, 3.0)
(3.3210600937838115, 2.0)
(0.5730171236247535, 3.0)
(2.3317216192174275, 1.0)
(2.7254094671482383, 3.0)
(2.8362634299144363, 1.0)
(0.369672031950126, 1.0)
(2.7366853830146423, 3.0)
(2.7366853830146423, 3.0)
(2.7366853830146423, 3.0)
(2.7366853830146423, 3.0)
(3.4883927735310487, 4.0)
(3.817033069278184, 5.0)
(2.607554156228356, 3.0)
(2.729094730704812, 3.0)
(2.4046704011107507, 3.0)
(3.5542992534079723, 5.0)
(3.7633604932742992, 5.0)
(2.1251136992273922, 2.0)
(2.967675557380687, 4.0)
(2.681945911190612, 5.0)
(3.1304193397224873, 4.0)
(2.7369329957110047, 2.0)
(2.8770531139993794, 3.0)
(2.3537871306467473, 3.0)
(2.5842357206349695, 4.0)
(4.429560276417939, 5.0)
(3.241460981961269, 4.0)
(3.5585585134630096, 4.0)
(1.7713401333250636, 1.0)
(2.4813864557059024, 2.0)
(0.9031231094123559, 1.0)
(2.881757726416415, 3.0)
(3.708174222411083, 5.0)
(3.7497382666288925, 5.0)
(2.9121460702671507, 3.0)
(4.131308801135419, 5.0)
(2.3841233613104524, 3.0)
(3.4321988034942423, 4.0)
(4.4460539497339955, 5.0)
(3.438382411947453, 4.0)
(2.728849241927746, 3.0)
(1.1512834672004322, 1.0)
(4.240094942072062, 5.0)
(3.1565665285919295, 4.0)
(2.9530224572169597, 3.0)
(2.5000076832217313, 4.0)
(2.517653557950887, 3.0)
(3.138730827394588, 3.0)
(2.968431939415175, 4.0)
(2.7275155918475114, 1.0)
(2.7034875591162404, 3.0)
(1.0154073012602256, 1.0)
(2.285948647658713, 4.0)
(4.070742723461287, 5.0)
(2.617347574166627, 3.0)
(4.497751990751142, 5.0)
(2.126659811412356, 2.0)
(3.936234354717591, 5.0)
(2.5761690917764613, 1.0)
(3.1646745689640663, 4.0)
(2.749281440542117, 4.0)
(2.902749987858994, 3.0)
(2.556963749924281, 3.0)
(2.633574997912342, 3.0)
(2.0036641104063557, 1.0)
(3.2356101273237177, 4.0)
(2.760810427682779, 3.0)
(0.42193321726367466, 1.0)
(1.0262512733750753, 1.0)
(3.8805617781531274, 5.0)
(3.5634746631635803, 5.0)
(1.0113774951286432, 1.0)
(1.3301597813151858, 4.0)
(2.6965915638163676, 2.0)
(2.602608716004019, 1.0)
(2.6474541431787064, 5.0)
(2.4939909829183473, 3.0)
(0.964457461069099, 1.0)
(2.911708051156195, 1.0)
(2.274366077814215, 3.0)
(0.6451923622371634, 1.0)
(2.063020325660814, 5.0)
(0.9667363192591172, 1.0)
(2.549339776648173, 1.0)
(2.83007370462852, 3.0)
(2.072526899723276, 3.0)
(1.0409952212428235, 1.0)
(2.9754014698656186, 4.0)
(2.575767352735705, 2.0)
(1.4853125906321445, 4.0)
(2.7275155918475114, 3.0)
(3.315150663238404, 2.0)
(3.036230418595168, 4.0)
(2.6474541431787064, 3.0)
(2.7431192714301744, 3.0)
(2.939435201794017, 3.0)
(2.33577927844721, 3.0)
(3.498264850568177, 4.0)
(2.7204647375831734, 4.0)
(1.0395049428297163, 3.0)
(2.7706424767745275, 3.0)
(3.9252099046539204, 5.0)
(1.0643040555179892, 1.0)
(2.3099206047159924, 5.0)
(2.815053077941145, 3.0)
(2.338790381155537, 3.0)
(2.4775127729418704, 3.0)
(3.2525605115358314, 5.0)
(2.3730950977622096, 5.0)
(3.4867824641904854, 4.0)
(0.9272007510285718, 1.0)
(3.0985208681378573, 4.0)
(4.173320362745955, 5.0)
(4.550922638188122, 5.0)
(2.000778342723534, 4.0)
(3.3620304993679517, 3.0)
(1.2223447345415297, 4.0)
(3.488711951355886, 4.0)
(3.8079168594582513, 5.0)
(2.505098420543465, 3.0)
(3.5943210386593156, 5.0)
(2.7318823389088474, 4.0)
(3.6053631616763218, 5.0)
(3.925920185562504, 5.0)
(3.1102382330855924, 4.0)
(2.9071088628898796, 1.0)
(3.1182668971522114, 3.0)
(2.7093039014380733, 3.0)
(2.982383381456297, 1.0)
(2.766506610709033, 3.0)
(2.8928785440099274, 3.0)
(3.5808016769152013, 4.0)
(2.5052575853232875, 3.0)
(2.554655484112644, 5.0)
(2.6862607252942015, 3.0)
(1.4049618514627853, 3.0)
(2.8083701276469744, 3.0)
(4.701253880883911, 4.0)
(2.788226314812763, 4.0)
(2.606304776595345, 3.0)
(3.090214905281219, 5.0)
(1.1078101139232868, 1.0)
(3.20295028099789, 4.0)
(1.9320564485576799, 3.0)
(4.01734800008001, 5.0)
(4.250577409461304, 5.0)
(1.2615776023592653, 5.0)
(2.802829824099534, 5.0)
(3.129060285799246, 4.0)
(2.465373006277976, 3.0)
(1.680215506675328, 3.0)
(1.0116780024572622, 5.0)
(3.523197581414801, 4.0)
(1.7252151702431258, 2.0)
(2.1958905951807073, 4.0)
(3.86488559696226, 5.0)
(1.9791566584448803, 4.0)
(2.2981808767191567, 5.0)
(2.5475359650459852, 1.0)
(3.5057641870032383, 5.0)
(2.140856514942342, 4.0)
(2.1748540074969553, 3.0)
(3.1290579560011307, 3.0)
(1.9049082725848319, 3.0)
(3.48950076447534, 4.0)
(4.512748123130336, 5.0)
(2.5267598064546974, 3.0)
(3.8340963168821505, 4.0)
(2.4426892669156026, 4.0)
(1.0393325213787419, 1.0)
(2.090048135895811, 4.0)
(1.0372590520736953, 1.0)
(3.467696599310256, 4.0)
(2.750568427701054, 3.0)
(2.102084079024062, 4.0)
(3.031488191010396, 3.0)
(2.040885958387669, 4.0)
(4.2023227638184135, 5.0)
(2.694475769418281, 3.0)
(3.3945157989414003, 5.0)
(2.5494741006398383, 3.0)
(0.6760342151334302, 1.0)
(2.58408508679928, 3.0)
(3.9848125798617224, 5.0)
(2.3992359910095895, 3.0)
(2.5761328114400546, 3.0)
(2.2554222874742114, 3.0)
(3.5448013753523906, 4.0)
(2.2105361079039665, 5.0)
(3.3487671090287043, 5.0)
(2.6034731187931883, 5.0)
(0.7059047403093078, 3.0)
(2.7053232362592694, 3.0)
(1.6279917480128459, 3.0)
(3.05101473937946, 4.0)
(2.03937344260671, 4.0)
(3.668256759518592, 5.0)
(2.715141133827784, 3.0)
(1.0373108554994988, 3.0)
(2.9275389974206507, 4.0)
(2.8242369072371787, 3.0)
(3.6072941999748362, 5.0)
(0.9786414792308527, 1.0)
(2.6289983916962587, 4.0)
(2.952344642054753, 4.0)
(2.3438134338137893, 5.0)
(2.5202697291891467, 3.0)
(3.0295876072508054, 4.0)
(0.8688294763789932, 1.0)
(3.780499131501753, 4.0)
(2.913997313007542, 3.0)
(0.7097324635577009, 5.0)
(0.8456720422050236, 5.0)
(0.9623153999647341, 1.0)
(0.9340676713942417, 1.0)
(3.7473447947065517, 5.0)
(2.5541560486385566, 4.0)
(4.860454634843119, 5.0)
(3.1547534339676755, 4.0)
(2.163660163637922, 2.0)
(2.336778950287566, 4.0)
(2.4027970222776966, 3.0)
(2.6849026385142833, 3.0)
(3.7753854193252168, 4.0)
(0.9066993356922495, 3.0)
(3.7527903947037373, 5.0)
(4.897472619146268, 5.0)
(2.4440125321499604, 5.0)
(2.2019071471975664, 3.0)
(3.056675357887612, 4.0)
(1.8244989705733166, 3.0)
(3.2073367285193743, 4.0)
(3.858692930915247, 4.0)
(2.4037692787758704, 2.0)
(1.196300839706102, 2.0)
(3.7859845131205496, 4.0)
(2.3490869211613696, 3.0)
(1.0437242051432862, 3.0)
(3.229202657336215, 3.0)
(2.471771778742545, 3.0)
(2.6040117270679346, 3.0)
(0.8275155402212869, 1.0)
(3.040044986387769, 4.0)
(3.102297551121441, 4.0)
(2.298822375393675, 4.0)
(2.304371531113681, 3.0)
(0.7896088645301027, 4.0)
(3.7016936917356187, 5.0)
(3.5630931270183797, 5.0)
(0.6893634940471375, 3.0)
(0.2653861535263866, 1.0)
(2.893000728537542, 3.0)
(2.6988982614754535, 4.0)
(1.6895712065677448, 3.0)
(2.5903376814108103, 3.0)
RMSE (validation) = 1.031810 for the model trained with rank = 20, lambda = 0.5, and numIter = 10.
begin predictions
Rating(user=964, product=1148, rating=1.7545912955898815)
Rating(user=697, product=1148, rating=0.8222820284979431)
Rating(user=750, product=1148, rating=2.177963371411104)
Rating(user=1027, product=1148, rating=2.030135168633983)
Rating(user=699, product=1148, rating=2.4858766041682046)
Rating(user=192, product=1216, rating=3.19770017205482)
Rating(user=356, product=1216, rating=2.996968397831942)
Rating(user=1049, product=1216, rating=3.334726834383714)
Rating(user=310, product=1216, rating=3.173208008722484)
Rating(user=241, product=1016, rating=3.316161641543801)
Rating(user=280, product=1444, rating=2.2791040293748406)
Rating(user=990, product=1444, rating=3.7652324913286983)
Rating(user=766, product=1444, rating=4.596776687476492)
Rating(user=674, product=1444, rating=4.191971726795954)
Rating(user=339, product=1444, rating=3.376057678648235)
Rating(user=687, product=1444, rating=4.20538264394948)
Rating(user=817, product=1496, rating=2.37186334870403)
Rating(user=1022, product=1496, rating=1.3406691493234508)
Rating(user=322, product=1004, rating=2.9680377256200754)
Rating(user=1066, product=1004, rating=1.096982534846223)
Rating(user=152, product=1288, rating=2.9132632824091034)
Rating(user=341, product=1288, rating=0.6660862982089071)
Rating(user=990, product=1288, rating=2.4914521792544604)
Rating(user=870, product=1288, rating=2.889768319288523)
Rating(user=626, product=1460, rating=2.7671186867655795)
Rating(user=542, product=1460, rating=4.300979690080118)
Rating(user=787, product=1460, rating=3.8918250476794767)
Rating(user=357, product=1212, rating=2.9733467261879767)
Rating(user=935, product=1212, rating=2.4887369217012494)
Rating(user=1091, product=1212, rating=3.4834725525185406)
Rating(user=584, product=1428, rating=4.712955626435982)
Rating(user=125, product=1428, rating=3.256828657947782)
Rating(user=846, product=1428, rating=4.092955501938801)
Rating(user=1017, product=1096, rating=2.7484843854287124)
Rating(user=828, product=1332, rating=0.40909508972452613)
Rating(user=628, product=1332, rating=0.9741351498600003)
Rating(user=392, product=1332, rating=0.8693979673299065)
Rating(user=469, product=1332, rating=0.9667502868935851)
Rating(user=270, product=1332, rating=0.3707608132143774)
Rating(user=447, product=1332, rating=0.912966307182635)
Rating(user=707, product=1332, rating=1.038686208345249)
Rating(user=752, product=1420, rating=2.812471851305421)
Rating(user=330, product=1420, rating=1.1381684816726971)
Rating(user=126, product=1420, rating=3.1146851850127617)
Rating(user=274, product=1420, rating=2.723207667758933)
Rating(user=839, product=1420, rating=3.15022379844455)
Rating(user=934, product=1308, rating=3.3491652473810345)
Rating(user=894, product=1308, rating=2.7280975111486305)
Rating(user=602, product=1308, rating=2.4473299279644194)
Rating(user=239, product=1308, rating=2.9587415627279614)
Rating(user=652, product=1396, rating=3.15431019865795)
Rating(user=242, product=1396, rating=3.1436940593282583)
Rating(user=512, product=1108, rating=2.5307267400165685)
Rating(user=302, product=1108, rating=0.5598987617487614)
Rating(user=620, product=1132, rating=2.679378517866087)
Rating(user=514, product=1132, rating=2.8940210729436844)
Rating(user=735, product=1132, rating=2.6994459140051634)
Rating(user=596, product=1256, rating=2.8258039341027543)
Rating(user=514, product=1256, rating=2.849938242304182)
Rating(user=546, product=1256, rating=2.7330139356336223)
Rating(user=727, product=1256, rating=3.0776231943421757)
Rating(user=559, product=1256, rating=2.586025364145193)
Rating(user=948, product=1433, rating=3.4918280285479475)
Rating(user=553, product=1433, rating=3.9781300579650773)
Rating(user=1054, product=1433, rating=2.277837789445792)
Rating(user=227, product=1433, rating=3.5260443803894725)
Rating(user=645, product=1217, rating=2.9696325808586304)
Rating(user=236, product=1253, rating=2.862919858660632)
Rating(user=1069, product=1253, rating=1.9520957365592633)
Rating(user=134, product=1253, rating=1.640074436828011)
Rating(user=643, product=1253, rating=2.4064087796192934)
Rating(user=587, product=1253, rating=2.7129588775932105)
Rating(user=160, product=1161, rating=2.8657612397490597)
Rating(user=1006, product=1157, rating=1.8279492428251287)
Rating(user=684, product=1133, rating=2.31494428657362)
Rating(user=508, product=1133, rating=2.150650830036573)
Rating(user=267, product=1133, rating=1.6521611666057952)
Rating(user=628, product=1413, rating=3.444197289528269)
Rating(user=717, product=1413, rating=3.1002473293037993)
Rating(user=842, product=1413, rating=1.4571443545072469)
Rating(user=622, product=1413, rating=3.757261032096008)
Rating(user=238, product=1413, rating=3.0101500721133987)
Rating(user=1086, product=1413, rating=3.100384840168451)
Rating(user=482, product=1245, rating=2.7653824065081736)
Rating(user=430, product=1245, rating=1.0422898870290753)
Rating(user=396, product=1105, rating=2.5274510387405646)
Rating(user=268, product=1105, rating=2.3759083758159156)
Rating(user=453, product=1105, rating=2.585444082115638)
Rating(user=974, product=1105, rating=2.798090690452293)
Rating(user=918, product=1105, rating=2.328198220514399)
Rating(user=970, product=1105, rating=2.3064969994132696)
Rating(user=688, product=1101, rating=3.029916778277415)
Rating(user=1100, product=1101, rating=2.3985317826276384)
Rating(user=380, product=1101, rating=2.51938211119754)
Rating(user=885, product=1101, rating=2.691139999466849)
Rating(user=582, product=1101, rating=2.885493133784807)
Rating(user=330, product=1101, rating=0.975359618655459)
Rating(user=198, product=1101, rating=2.472934046753871)
Rating(user=957, product=1437, rating=4.500178065343783)
Rating(user=749, product=1437, rating=3.706533085656529)
Rating(user=130, product=1437, rating=3.8330872453821025)
Rating(user=307, product=1437, rating=0.8297081834224613)
Rating(user=892, product=1453, rating=3.9208432987141735)
Rating(user=529, product=1453, rating=3.5428031847862793)
Rating(user=649, product=1453, rating=3.655887104804904)
Rating(user=401, product=1453, rating=3.774522068477217)
Rating(user=1026, product=1453, rating=4.144210251058424)
Rating(user=854, product=1453, rating=3.6859448966090693)
Rating(user=1038, product=1453, rating=3.734373335544793)
Rating(user=643, product=1453, rating=3.6694304705795227)
Rating(user=332, product=1141, rating=2.6867577289771445)
Rating(user=924, product=1141, rating=2.543718330655037)
Rating(user=137, product=1141, rating=2.5907251276136107)
Rating(user=817, product=1141, rating=2.3931614142760074)
Rating(user=1001, product=1141, rating=2.6965872379113285)
Rating(user=574, product=1141, rating=2.7341643370351942)
Rating(user=482, product=1141, rating=2.6867577289771445)
Rating(user=732, product=1441, rating=4.444990317079789)
Rating(user=672, product=1441, rating=4.112031186746383)
Rating(user=504, product=1441, rating=4.504055173580982)
Rating(user=977, product=1441, rating=3.4569486477578257)
Rating(user=425, product=1441, rating=3.477142017163998)
Rating(user=747, product=1441, rating=3.8730726944676657)
Rating(user=736, product=1493, rating=2.4130788595317676)
Rating(user=504, product=1493, rating=2.4191646353856124)
Rating(user=200, product=1493, rating=2.0454054686606034)
Rating(user=329, product=1493, rating=2.26875303229256)
Rating(user=1009, product=1493, rating=2.082240426808426)
Rating(user=822, product=1493, rating=1.2111853011868599)
Rating(user=734, product=1493, rating=2.343818108141968)
Rating(user=638, product=1493, rating=2.371263180670581)
Rating(user=714, product=1493, rating=2.3174094910360536)
Rating(user=595, product=1493, rating=2.0945174485253855)
Rating(user=1029, product=1129, rating=2.5590456391926777)
Rating(user=375, product=1129, rating=2.7069789073387325)
Rating(user=499, product=1129, rating=2.941988131632523)
Rating(user=470, product=1470, rating=2.2108751193319796)
Rating(user=618, product=1470, rating=2.565170623124204)
Rating(user=998, product=1470, rating=0.7188002029616776)
Rating(user=419, product=1470, rating=0.9049049883405891)
Rating(user=747, product=1470, rating=2.430663369061248)
Rating(user=140, product=1054, rating=2.6737403470139927)
Rating(user=1032, product=1054, rating=2.4043271933329846)
Rating(user=488, product=1054, rating=2.33063913299626)
Rating(user=1065, product=1054, rating=2.179305094266637)
Rating(user=802, product=1054, rating=2.7312469416628447)
Rating(user=801, product=1146, rating=2.45226647101084)
Rating(user=506, product=1146, rating=3.734395673157818)
Rating(user=570, product=1146, rating=2.4861606974029193)
